,Tx ZT0,Tx ZT12,V ZT0,V ZT12
MARF1,1938.3813216661547,1787.6104255859727,2092.6876375582915,1653.0923110099668
MARVELD1,280.00340582608965,718.4254722996394,361.02407559328657,751.0711246765536
MASP1,3183.6133020517145,3890.369746894052,3188.3875292311227,3584.497588284432
MASP2,3461.9845882108066,3631.3434380205613,3203.86188186987,3514.155977950732
MAST3,544.0319309080824,1026.6890034017404,503.1631979942816,1116.74736689108
MAST4,300.83311047931534,193.12443056084535,289.09887239848905,193.13257521906863
MAT2B,292.4064593639795,300.0147259793774,264.2314825237411,317.9798339453088
MB21D2,358.8331690055005,220.78806595356545,295.42863585373857,233.57893262108587
MBD1,614.5061657130736,732.3309414307251,618.5552050697418,859.8619465238003
MBD6,425.6635181839713,425.4844448007643,341.1693286317547,448.83929694739544
MBL1,2440.543262411471,1553.4935863094022,2633.7651781564123,1254.3462937761858
MBLAC2,75.67911735759355,108.25659358283349,104.81552139985105,111.56906593780165
MBNL2,826.3140321381595,962.6668420556601,757.2281073697283,959.9040846836583
MCC,1349.8072204254254,1135.8430041575182,1678.58040997908,1108.3566525495796
MCFD2,2453.2825164477063,2042.0143243864043,2525.901158117323,1762.0061802653565
MCM10,91.43509448959472,434.5825078771536,153.57312604251888,446.75681706817136
MCM6,128.7089067754355,198.56081588534377,72.52246360722675,77.44147914154964
MCOLN1,476.92447784233053,571.1084084881081,503.8803466626059,604.0894706034005
MCRIP2,260.17127123272434,329.87899027045836,273.1340316412298,383.7210131786464
MCU,474.9238023332624,216.93797191446524,544.324064839951,242.01428921542325
MDFIC,317.6660834961141,207.7716925063769,337.55049716749073,206.73322315262558
